Company,Ticker,Watchlist Status,Watchlist Status_Encoded,Suspension Status,Suspension Status_Encoded,Sector,Last Price,ROE %,Mkt Cap ($M),Tot. Rev ($M),GTI Score,4-wk %Pr. Chg.,13-wk %Pr. Chg.,26-wk %Pr. Chg.,52-wk %Pr. Chg.,Net Profit %,Price/CF,1-yr %Rev. Chg.,Debt ($M),Debt/Equity,Mkt Cap ($M) Category,Tot. Rev ($M) Category,Price/CF Category,Debt ($M) Category,Debt/Equity Category,Price/CF_Risk_Score,Debt ($M)_Risk_Score,Debt/Equity_Risk_Score,Mkt Cap ($M)_Risk_Score,Tot. Rev ($M)_Risk_Score,CountLowRisk,CountMediumRisk,CountHighRisk,Insolvency Risk (0-2)
Hoe Leong,H20,No,0,No,0,Industrial Goods,0.002,1.01,15.071,40.011,68,-50,-50,-50,-50,0.62,9.86,-4.26,3.409859996,51.39,Low,Medium,High,High,Medium,2,2,1,2,1,0,2,3,2
Hong Fok,H30,No,0,No,0,Real Estate,0.83,3.91,722.608,110.601,86,-1.19,-8.79,-7.26,-20.95,85.91,7.53,-28.14,0.043841197,31.68,High,Medium,High,Low,Medium,2,0,1,0,1,2,2,1,1
Hong Lai Huat,CTO,No,0,No,0,Real Estate,0.054,-14.26,27.964,0.267,57,22.73,-6.9,-10,-18.18,-6856.93,0,-78.99,0.143756258,4.02,Medium,Low,Low,Medium,Low,0,1,0,1,2,2,2,1,1
Hong Leong Asia,H22,No,0,No,0,Automobiles & Auto Parts,0.605,7.12,452.527,4081.454,104,0,0,-4.72,-11.68,2.94,1.67,5.16,0.224075028,101.4,High,High,Medium,Medium,High,1,1,2,0,0,2,2,1,1
Hong Leong Fin,S41,No,0,No,0,Banking & Investment Services,2.49,4.55,1121.354,569.1,94,0,0,0.4,0.4,43.98,11.11,68.78,0,0,High,High,High,Low,Low,2,0,0,0,0,4,0,1,0
HongkongLand USD,H78,No,0,No,0,Real Estate,3.11,-1.78,6840.528,1844.3,0,-4.62,-8.28,-9.36,-26.71,-31.29,0,-17.83,0.003068477,20.99,High,High,Low,Low,Medium,0,0,1,0,0,4,1,0,0
Hor Kew,BBP,No,0,No,0,Industrial & Commercial Services,0.22,7.73,11.455,104.846,38,4.76,-8.33,-15.38,-8.33,4.96,1.01,37.13,8.167612396,93.56,Low,Medium,Medium,High,High,1,2,2,2,1,0,2,3,2
Hosen,5EV,No,0,No,0,Food & Drug Retailing,0.036,2.92,11.696,67.297,77,-18.18,-25,-23.4,-32.08,1.44,5.85,-9.13,3.897913817,45.59,Low,Medium,Medium,High,Medium,1,2,1,2,1,0,3,2,1
Hotel Grand,H18,No,0,No,0,Cyclical Consumer Services,0.795,0.89,587.844,149.126,56,0.63,0,-3.05,-10.17,7.96,17.58,3.91,0.003912603,2.3,High,Medium,High,Low,Low,2,0,0,0,1,3,1,1,1
Hotel Royal,H12,No,0,No,0,Cyclical Consumer Services,1.71,0.4,206.842,58.34,91,-5,-8.56,-16.18,-15.76,4.38,21.22,39.27,0.133531875,27.62,High,Medium,High,Medium,Medium,2,1,1,0,1,1,3,1,1
Hotung Inv,BLS,No,0,No,0,Banking & Investment Services,1.54,1.58,161.177,13.749,54,-3.14,-1.28,-1.91,-9.41,34.94,31.25,32.11,0,0,High,Low,High,Low,Low,2,0,0,0,2,3,0,2,1
HPH Trust USD,NS8U,No,0,No,0,Transportation,0.122,0.89,1054.043,1359.763,79.7,-8.33,-18.24,-24.38,-36.98,13.93,2.67,-12.58,0.095698183,100.87,High,High,Medium,Medium,High,1,1,2,0,0,2,2,1,1
HPL,H15,No,0,No,0,Cyclical Consumer Services,3.56,27.46,1858.107,642.12,72,-0.56,-1.11,-3.26,0.57,86.42,2.94,22.19,0.051552467,95.79,High,High,Medium,Low,High,1,0,2,0,0,3,1,1,1
HRnetGroup,CHZ,No,0,No,0,Industrial & Commercial Services,0.715,17.22,723.156,578.469,84,-2.05,2.88,-2.72,-12.27,11.42,9.78,-5.44,0.003775119,2.73,High,High,High,Low,Low,2,0,0,0,0,4,0,1,0
HS Optimus,504,No,0,No,0,Cyclical Consumer Products,0.002,-8.61,10.761,13.207,67,0,0,-50,-33.33,-35.81,0,-21.16,0.677446334,7.29,Low,Low,Low,Medium,Low,0,1,0,2,2,2,1,2,1
Huationg Global,41B,No,0,No,0,Industrial & Commercial Services,0.142,15.82,25.168,174.591,81,-2.07,-2.74,1.43,57.78,8.15,0.84,15.09,3.435314685,86.46,Low,Medium,Medium,High,High,1,2,2,2,1,0,2,3,2
Hyflux,600,No,0,Yes,1,Utilities,0.21,-247.15,177.15,150.18,38,0,0,0,0,-756.25,0,-62.41,0.7276884,128.91,High,Medium,Low,Medium,High,0,1,2,0,1,2,2,1,2
Hyphens Pharma,1J5,No,0,No,0,Pharmaceuticals & Medical Research,0.275,12.98,85.03,170.595,101,-3.51,-3.51,-1.79,-4.27,5.03,7.47,5.1,0.096554157,8.21,Medium,Medium,High,Medium,Low,2,1,0,1,1,1,3,1,1
ICP Ltd,5I4,No,0,No,0,Cyclical Consumer Services,0.007,1.18,23.331,11.245,68,0,-12.5,0,-22.22,3.66,10.1,52.62,3.548497707,82.79,Low,Low,High,High,High,2,2,2,2,2,0,0,5,2
IFAST,AIY,No,0,No,0,Financial Technology (Fintech) & Infrastructure,6.88,11.96,2034.823,242.514,97,-6.31,-14.3,18.99,42.29,11.14,40.32,18.12,0.026493705,53.91,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
IFS Capital,I49,No,0,No,0,Banking & Investment Services,0.128,1.96,48.124,40.468,58,-1.54,-1.54,-14.67,-20.5,13.15,7.25,3.18,2.052821877,98.79,Medium,Medium,High,High,High,2,2,2,1,1,0,2,3,2
IHH,Q0F,No,0,No,0,Healthcare Services,1.71,10.68,53106.16,20934.838,0,-2.58,0.17,1.01,5.88,16.2,10.83,16.38,0.000778817,41.36,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
Imperium Crown,5HT,No,0,Yes,1,Real Estate,0.007,0,5.53,0.364,61,0,0,0,0,-358.79,0,-54.1,0.137432188,0.76,Low,Low,Low,Medium,Low,0,1,0,2,2,2,1,2,2
Incredible,RDR,No,0,Yes,1,Technology Equipment,0.002,-57.04,6.023,3.16,74,0,0,0,0,-73.42,0,0.03,9.951851237,59.94,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
Indofood Agri,5JS,No,0,No,0,Food & Beverages,0.3,4.65,434.335,1367.772,74,9.09,-1.64,-1.64,-3.23,5.85,2.11,-10.08,0.166231135,72.2,High,High,Medium,Medium,High,1,1,2,0,0,2,2,1,1
InnoTek,M14,No,0,No,0,Technology Equipment,0.44,2.67,107.296,205.56,81,-2.25,-4.4,3.57,-10.31,2.12,6.95,10.07,0.100190128,10.75,Medium,High,High,Medium,Low,2,1,0,1,0,2,2,1,1
Interra Resource,5GI,Yes,1,No,0,Energy - Fossil Fuels,0.036,6.08,22.942,25.789,59,-2.78,-7.89,6.06,6.06,5.88,3.81,-21.9,0.048382879,1.11,Low,Low,Medium,Low,Low,1,0,0,2,2,2,1,2,2
Intl Cement,KUO,No,0,No,0,Mineral Resources,0.016,7.03,92.89,253.555,71,0,-11.11,-15.79,-27.27,11.99,2.04,12.59,0.192701044,17.9,Medium,High,Medium,Medium,Medium,1,1,1,1,0,1,4,0,1
Intraco,I06,Yes,1,No,0,Industrial & Commercial Services,0.295,5.27,33.549,158.579,75,-1.67,9.26,37.21,25.53,2.03,6.54,-17.79,0.53652866,18,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,0,5,0,2
IPC Corp,AZA,Yes,1,No,0,Cyclical Consumer Services,0.095,-1.45,8.103,3.166,67,1.06,-8.65,-13.64,15.85,-19.93,218.99,112.48,1.382204122,11.2,Low,Low,High,High,Low,2,2,0,2,2,1,0,4,2
IPS Securex,42N,No,0,No,0,Technology Equipment,0.017,-7.96,8.262,13.581,72,0,-32,-29.17,-32,-4.34,0,26.25,5.055676592,41.77,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
IREIT Global SGD,UD1U,No,0,No,0,Real Estate,0.335,-18,457.245,94.661,87.9,-8.11,-12.82,-12.82,-30.51,-162.1,0,5.4,0.115430459,52.78,High,Medium,Low,Medium,Medium,0,1,1,0,1,2,3,0,1
ISDN,I07,No,0,No,0,Industrial Goods,0.3,3.99,133.8,349.226,86,-9.09,-16.67,-20,-38.14,4.58,6.42,-15.58,0.170852018,22.86,Medium,High,Medium,Medium,Medium,1,1,1,1,0,1,4,0,1
ISEC,40T,No,0,No,0,Healthcare Services,0.415,16.15,238.567,69.994,76,-9.78,-10.75,2.47,29.69,18.79,14,11.18,0.072516316,17.3,High,Medium,High,Medium,Medium,2,1,1,0,1,1,3,1,1
Isetan,I15,No,0,No,0,Retailers,2.88,-2.41,119.625,84.277,75,2.47,3.57,3.57,-2.03,-3.06,14.04,-3.82,0.352267503,42.14,Medium,Medium,High,Medium,Medium,2,1,1,1,1,0,4,1,1
ISOTeam,5WF,No,0,No,0,Industrial & Commercial Services,0.033,5.77,23.059,119.724,74,-5.71,-21.43,-23.26,-51.5,-1.51,15.68,13.7,7.898000781,182.12,Low,Medium,High,High,High,2,2,2,2,1,0,1,4,2
iWOW Tech,NXR,No,0,No,0,Technology Equipment,0.21,8.51,55.312,25.774,61,5,-6.67,-10.64,-14.29,5.6,18.04,-24.37,0.151142609,8.36,Medium,Low,High,Medium,Low,2,1,0,1,2,1,2,2,1
IX Biopharma,42C,No,0,No,0,Pharmaceuticals & Medical Research,0.046,-76.96,35.343,6.057,80,12.2,2.22,2.22,-41.77,-158.41,0,62.26,0.610021786,21.56,Medium,Low,Low,Medium,Medium,0,1,1,1,2,1,3,1,1
Jadason,J03,Yes,1,No,0,Technology Equipment,0.005,-93.92,3.63,21.924,61,25,-16.67,-58.33,-64.29,-36.36,0,-31.81,13.3553719,48.48,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
Japan Foods,5OI,No,0,No,0,Cyclical Consumer Services,0.295,5.87,51.459,83.532,89,7.27,-10.61,-28.92,-32.18,2.24,1.84,17.03,2.251695525,115.87,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
Japfa,UD2,No,0,No,0,Food & Beverages,0.265,-3.88,547.867,5971.551,87,26.19,23.26,20.45,17.78,-0.13,3.5,1.49,0.323235384,177.09,High,High,Medium,Medium,High,1,1,2,0,0,2,2,1,1
Jardine C&C,C07,No,0,No,0,Consumer Goods Conglomerates,24.11,15.98,9481.719,29978.775,100,-7.7,-15.47,-25.5,-16.59,13.39,1.75,2.02,0.00897622,85.11,High,High,Medium,Low,High,1,0,2,0,0,3,1,1,1
Jason Marine,5PF,No,0,No,0,Technology Equipment,0.119,0.49,12.614,33.065,73,0,3.48,-13.77,8.18,0.6,11.45,6.39,1.429364199,18.03,Low,Low,High,High,Medium,2,2,1,2,2,0,1,4,2
Jasper Inv,FQ7,Yes,1,No,0,Transportation,0.001,0,4.354,0.019,56,-50,-50,0,0,-320.88,0,-50,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,2
Jawala,1J7,No,0,No,0,Applied Resources,0.078,-9.14,9.241,0.554,72,-3.7,-29.09,9.86,-17.89,-217.85,0,-91.35,2.548425495,23.55,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
JB Foods,BEW,No,0,No,0,Food & Beverages,0.52,1.06,147.052,803.298,70,-3,-3,-7.62,-10.19,0.32,11.44,16.91,0.695400267,102.26,Medium,High,High,Medium,High,2,1,2,1,0,1,2,2,1
JEP,1J4,No,0,No,0,Industrial & Commercial Services,0.34,2.21,140.741,58.146,63,4.62,7.94,3.03,7.94,2.88,18.28,-29.57,0.255220582,35.92,Medium,Medium,High,Medium,Medium,2,1,1,1,1,0,4,1,1
JES Intl,EG0,No,0,Yes,1,Industrial Goods,0.026,0,31.348,0.018,12,0,0,0,0,-124.52,0,-5.12,0,0,Medium,Low,Low,Low,Low,0,0,0,1,2,3,1,1,2
Jiutian Chemical,C8R,No,0,No,0,Chemicals,0.022,-34.67,41.757,111.635,56,-16,-19.23,-34.38,-71.23,-57.93,0,-75.42,0.263907848,11.02,Medium,Medium,Low,Medium,Low,0,1,0,1,1,2,3,0,1
JMH USD,J36,No,0,No,0,Consumer Goods Conglomerates,37.21,2.37,10723.618,36049,0,-11.47,-6.35,-20.27,-22.07,6.55,2361.21,-4.44,0.006451181,69.18,High,High,High,Low,High,2,0,2,0,0,3,0,2,1
Joyas Intl,E9L,No,0,No,0,Banking & Investment Services,0.001,-5.53,2.214,0.606,44,0,0,-50,0,-12.47,0,-10.75,58.53206865,129.59,Low,Low,Low,High,High,0,2,2,2,2,1,0,4,2
Jubilee,NHD,No,0,No,0,Industrial Goods,0.049,30.01,15.57,21.063,57,0,8.89,-14.04,-33.78,34.95,1.83,125.73,2.116249197,32.95,Low,Low,Medium,High,Medium,1,2,1,2,2,0,2,3,2
Jumbo,42R,No,0,No,0,Cyclical Consumer Services,0.26,28.47,159.558,178.756,81,0,-3.7,-5.45,-13.33,7.96,4.99,54.69,0.605046441,96.54,High,Medium,Medium,Medium,High,1,1,2,0,1,1,3,1,1
Karin Tech,K29,No,0,No,0,Technology Equipment,0.33,11.33,71.399,352.726,84,0,8.2,3.13,6.45,2.21,6.44,-0.91,1.026344907,73.28,Medium,High,Medium,High,High,1,2,2,1,0,1,2,2,1
Katrina,1A0,No,0,No,0,Cyclical Consumer Services,0.025,0,5.86,59.315,52,31.58,-3.85,0,-10.71,-2.27,0.39,-7.98,0,0,Low,Medium,Medium,Low,Low,1,0,0,2,1,2,2,1,1
Kencana Agri,BNE,No,0,No,0,Food & Beverages,0.076,-0.93,21.813,183.862,64,18.75,-5,-5,-33.91,-0.21,1.09,-10.6,22.08041076,481.64,Low,Medium,Medium,High,High,1,2,2,2,1,0,2,3,2
Keong Hong,5TT,No,0,No,0,Industrial & Commercial Services,0.1,-56.42,24.499,176.02,73,-32.67,-42.29,-42.94,-60.39,-28.86,0,2.34,2.603371566,63.78,Low,Medium,Low,High,Medium,0,2,1,2,1,1,2,2,1
Kep Infra Tr,A7RU,No,0,No,0,Chemicals,0.49,6.38,2785.226,2035.92,90.6,0,0,7.1,-0.06,4.47,9.41,1.49,0.074338671,207.05,High,High,High,Medium,High,2,1,2,0,0,2,1,2,1
KepPacOakReitUSD,CMOU,No,0,No,0,Real Estate,0.141,-8.63,145.179,150.757,100,6.11,-59.71,-35.35,-65.68,-44.92,6.02,1.88,0.471418043,68.44,Medium,Medium,Medium,Medium,High,1,1,2,1,1,0,4,1,1
Keppel,BN4,No,0,No,0,Consumer Goods Conglomerates,7.37,7.95,13290.071,6966.128,114,1.25,5.64,10.93,38.66,13.26,11.6,5.23,0.006744885,89.64,High,High,High,Low,High,2,0,2,0,0,3,0,2,1
Keppel DC Reit,AJBU,No,0,No,0,Real Estate,1.69,0,2894.007,281.207,96.4,-4,-9.68,-20.75,-16.42,43.46,0.12,1.4,0.021112596,61.1,High,High,Low,Low,Medium,0,0,1,0,0,4,1,0,0
Keppel Reit,K71U,No,0,No,0,Real Estate,0.86,3.14,3272.648,233.071,87.4,-1.71,-7.03,-2.27,-0.58,84.3,16.65,6.29,0.016075667,52.61,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
Khong Guan,K03,No,0,No,0,Food & Beverages,1.01,-2.21,26.071,69.785,68,-14.41,-8.18,-10.62,-13.68,-1.49,0,-5.95,0.008054927,0.21,Low,Medium,Low,Low,Low,0,0,0,2,1,3,1,1,1
Kim Heng,5G2,No,0,No,0,Energy - Fossil Fuels,0.075,2.77,53.25,102.028,70,-3.85,-6.25,-9.64,-30.56,2.3,4.81,27.79,1.669671362,88.91,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
Kimly,1D0,No,0,No,0,Cyclical Consumer Services,0.305,21.58,375.001,313.852,77,-1.64,-4.76,-4.76,-10.45,12.51,4.44,-1.23,0.212319434,79.62,High,High,Medium,Medium,High,1,1,2,0,0,2,2,1,1
King Wan,554,No,0,No,0,Industrial & Commercial Services,0.024,5.21,16.062,90.445,62,-4.17,-4.17,-4.17,-28.13,3.55,3.67,9.33,1.198480887,19.25,Low,Medium,Medium,High,Medium,1,2,1,2,1,0,3,2,1
KingsmenCreative,5MZ,No,0,No,0,Industrial & Commercial Services,0.265,2.61,53.516,361.485,77,0,-1.85,-10.17,-15.87,0.2,8.96,10.09,0.506016892,27.08,Medium,High,High,Medium,Medium,2,1,1,1,0,1,3,1,1
Koda,BJZ,No,0,No,0,Cyclical Consumer Products,0.2,-10.97,16.648,52.349,87,5.26,-13.04,-2.44,-38.46,-14.24,0,-44.86,2.00264296,33.34,Low,Medium,Low,High,Medium,0,2,1,2,1,1,2,2,1
Koh Bros,K75,No,0,No,0,Industrial & Commercial Services,0.126,-7.93,55.188,356.249,67,-0.79,-3.82,-11.27,-13.1,-7.58,0,0.91,1.8139813,100.11,Medium,High,Low,High,High,0,2,2,1,0,2,1,2,1
Koh Eco,5HV,No,0,No,0,Industrial & Commercial Services,0.021,-11.06,56.362,177.018,69,0,-16.67,-25.93,-42.86,-7.56,0,-16.4,0.719633796,40.56,Medium,Medium,Low,Medium,Medium,0,1,1,1,1,1,4,0,1
KOP,5I1,No,0,No,0,Real Estate,0.03,8.92,33.239,101.927,60,-3.23,-25,-21.05,-40,9.57,2.48,278.29,4.183940552,139.07,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
Kori,5VC,No,0,No,0,Industrial & Commercial Services,0.175,0.96,17.36,17.87,75,-0.57,4.17,6.06,6.06,2.93,7.91,-8.33,0.645737327,11.21,Low,Low,High,Medium,Low,2,1,0,2,2,1,1,3,2
Koyo Intl,5OC,No,0,No,0,Industrial & Commercial Services,0.031,-5,6.08,58.566,70,10.71,0,-22.5,-38,-1.49,0,42.53,1.662828947,10.11,Low,Medium,Low,High,Low,0,2,0,2,1,2,1,2,1
KrisEnergy,SK3,No,0,Yes,1,Energy - Fossil Fuels,0.03,0,45.744,61.199,78,0,0,0,0,-443.03,0,-64.13,0,0,Medium,Medium,Low,Low,Low,0,0,0,1,1,3,2,0,2
KS Energy,578,Yes,1,Yes,1,Energy - Fossil Fuels,0.013,0,16.92,39.982,49,0,0,0,0,-129.43,0,20.89,0,0,Low,Medium,Low,Low,Low,0,0,0,2,1,3,1,1,2
KSH,ER0,No,0,No,0,Industrial & Commercial Services,0.26,-0.18,148.131,304.213,62,4,10.64,-18.75,-22.39,-0.17,98.43,13.43,0.258352404,38.27,Medium,High,High,Medium,Medium,2,1,1,1,0,1,3,1,1
KTL Global,EB7,Yes,1,Yes,1,Industrial Goods,0.116,0,40.113,0.32,57,0,0,0,0,-726.88,0,-65.03,2.281056017,91.5,Medium,Low,Low,High,High,0,2,2,1,2,1,1,3,2
KTMG,XCF,No,0,No,0,Cyclical Consumer Products,0.146,-9.3,24.095,88.765,76,2.9,-24.87,-26.42,-24.87,-2.2,6023.69,-16.49,2.58642872,62.32,Low,Medium,,High,Medium,,2,1,2,1,0,2,2,1
Leader Env,LS9,No,0,No,0,Industrial & Commercial Services,0.051,-42.38,78.279,6.163,76,2,-8.93,-30.14,-27.14,-160.44,0,-63.33,0.351818495,27.54,Medium,Low,Low,Medium,Medium,0,1,1,1,2,1,3,1,1
Lendlease Reit,JYEU,No,0,No,0,Real Estate,0.57,3.27,1348.999,223.06,95,-1.72,-10.94,2.7,-16.18,40.59,14.89,35.84,0.048206114,65.03,High,High,High,Low,High,2,0,2,0,0,3,0,2,1
Ley Choon,Q0X,No,0,No,0,Industrial & Commercial Services,0.038,20.24,57.219,125.474,55,2.7,2.7,-19.15,111.11,8.01,2.92,17.08,1.184571558,67.78,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
LHN,41O,No,0,No,0,Real Estate,0.33,9.22,136.997,93.644,90,-1.47,1.52,4.69,19.64,20.2,3.51,10.87,0.912063768,124.95,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
LHT,BEI,No,0,No,0,Applied Resources,1.03,7.21,54.842,30.729,88,-1.9,0,27.95,32.05,14.13,7.62,-13.51,0.176507057,9.68,Medium,Low,High,Medium,Low,2,1,0,1,2,1,2,2,1
LifeBrandz,1D3,No,0,No,0,Cyclical Consumer Services,0.002,-84.66,4.881,1.629,49,0,0,100,0,-113.93,0,114.91,5.931161647,28.95,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
Lincotrade,BFT,No,0,No,0,Retailers,0.195,27.21,33.545,71.737,65,95,-2.01,-32.76,62.5,3.52,9.64,16.68,1.0615591,35.61,Medium,Medium,High,High,Medium,2,2,1,1,1,0,3,2,1
Lion Asiapac,BAZ,No,0,No,0,Mineral Resources,0.29,-1.3,23.52,28.611,68,-4.92,3.57,-17.14,-3.33,-2.67,0,22.84,0.096513605,2.27,Low,Low,Low,Medium,Low,0,1,0,2,2,2,1,2,1
Lippo Malls Tr,D5IU,No,0,No,0,Real Estate,0.013,-17.09,107.755,197.268,76.6,-6.67,-6.67,-17.65,-12.5,-63.86,0,-3.64,0.957635377,103.19,Medium,High,Low,High,High,0,2,2,1,0,2,1,2,1
Livingstone,PRH,No,0,No,0,Healthcare Services,0.02,-1.93,9.839,29.877,67,-20,-62.96,-64.91,-69.23,0.76,4.24,-13.51,14.68543551,144.49,Low,Low,Medium,High,High,1,2,2,2,2,0,1,4,2
LMS Compliance,LMS,No,0,No,0,Industrial & Commercial Services,0.36,19.12,31.477,5.952,0,-5.26,-10,-16.28,20,26.22,16.7,0.0643,0.364710741,11.48,Medium,Low,High,Medium,Low,2,1,0,1,2,1,2,2,1
Lonza,O6Z,No,0,No,0,Pharmaceuticals & Medical Research,79.97,6.52,39453.543,6717,0,14.28,49.83,24.28,-1.67,9.75,28.97,7.94,0.000533792,21.06,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
Lorenzo Intl,5IE,No,0,Yes,1,Retailers,0.016,-64.38,6.692,18.248,50,0,0,0,0,-7.01,44.91,-18.97,51.9530783,347.67,Low,Low,High,High,High,2,2,2,2,2,0,0,5,2
Low Keng Huat,F1E,No,0,No,0,Industrial & Commercial Services,0.315,-1.55,232.727,240.286,73,-1.56,-4.55,-17.11,-23.17,-3.92,0,96.2,0.428613784,99.75,High,High,Low,Medium,High,0,1,2,0,0,3,1,1,1
LS 2 Holdings,ENV,No,0,No,0,Industrial & Commercial Services,0.08,9.05,14.8,61.433,64,-2.44,-20,-8.05,-49.04,2.47,3.45,2.55,2.44527027,36.19,Low,Medium,Medium,High,Medium,1,2,1,2,1,0,3,2,1
Lum Chang,L19,No,0,No,0,Industrial & Commercial Services,0.265,-14.15,111.659,429.31,81,1.75,-6.45,-9.38,-20.55,-5.42,0,5.08,0.314260382,35.09,Medium,High,Low,Medium,Medium,0,1,1,1,0,2,3,0,1
Luminor,5UA,No,0,No,0,Banking & Investment Services,0.046,-5.03,7.702,3.491,77,2.22,-17.86,-34.29,-43.9,-30.62,0,-46.37,4.70267463,36.22,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
Luxking,BKK,No,0,No,0,Chemicals,0.335,11.86,4.238,97.522,83,-1.47,0,86.11,0,2.92,0.74,-1.17,18.40490798,78,Low,Medium,Medium,High,High,1,2,2,2,1,0,2,3,2
LY Corp,1H8,No,0,No,0,Cyclical Consumer Products,0.068,-3.69,33.262,56.626,79,-13.92,-13.92,61.9,0,-4.13,15.66,-15.21,0.693884914,23.08,Medium,Medium,High,Medium,Medium,2,1,1,1,1,0,4,1,1
Man Oriental USD,M04,No,0,No,0,Cyclical Consumer Services,1.6,-11.68,2022.095,558.1,0,5.96,2.56,-4.19,-10.11,-65.45,0,22.9,0.010978713,22.2,High,High,Low,Low,Medium,0,0,1,0,0,4,1,0,0
ManulifeReit USD,BTOU,No,0,No,0,Real Estate,0.077,-46.65,133.242,208.025,91.9,27.12,-2.6,70.45,-70,-182.65,0,2.7,0.757719038,100.96,Medium,High,Low,High,High,0,2,2,1,0,2,1,2,1
Mapletree Ind Tr,ME8U,No,0,No,0,Real Estate,2.32,4.93,6519.742,689.731,84.8,-2.13,-6.5,0,-1.71,40.74,23.2,1.75,0.008096946,52.79,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
Mapletree Log Tr,M44U,No,0,No,0,Real Estate,1.45,7.13,7191.3,731.809,90.3,-4,-14.79,-14.29,-15.29,76.28,12.88,-0.38,0.009408591,67.66,High,High,High,Low,High,2,0,2,0,0,3,0,2,1
Mapletree PanAsia Com Tr,N2IU,No,0,No,0,Real Estate,1.26,3.75,6671.291,952.137,81.1,-7.97,-15.89,-11.19,-28.25,37.81,18.48,10.28,0.010492722,70,High,High,High,Low,High,2,0,2,0,0,3,0,2,1
MarcoPolo Marine,5LY,No,0,No,0,Transportation,0.06,14.72,229.229,127.126,66,7.02,19.61,24.49,45.24,20.28,6.06,47.66,0.011822239,2.71,High,Medium,Medium,Low,Low,1,0,0,0,1,3,2,0,1
Maruwa Yen1k,M12,No,0,No,0,Technology Equipment,0,14.03,392192.406,59253,0,-3.21,12.01,34.21,80.63,23.1,22.48,0.68,4.21E-06,1.65,High,High,High,Low,Low,2,0,0,0,0,4,0,1,0
Mary Chia,5OX,No,0,No,0,Personal & Household Products & Services,0.011,0,2.554,6.221,46,-50,-50,-56,-50,-58.3,0,-41.28,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,1
Matex Intl,M15,No,0,No,0,Chemicals,0.021,-24.01,7.596,7.354,77,-12.5,-27.59,-34.38,-22.22,-54.95,0,-49.59,3.892838336,29.57,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
MDR Limited,Y3D,No,0,No,0,Retailers,0.048,-34.27,43.54,215.603,72,-12.73,-26.15,-25,-32.39,-19.7,0,22.86,1.007349564,43.86,Medium,High,Low,High,Medium,0,2,1,1,0,2,2,1,1
MediLifestyle,Z4D,No,0,No,0,Healthcare Services,0.012,0,1.796,0.553,60,-14.29,0,-7.69,-82.86,-370.3,0,-19.07,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,1
Medinex,OTX,No,0,No,0,Industrial & Commercial Services,0.185,11.23,24.548,12.472,69,-2.63,-7.5,-5.13,-5.13,14.04,9.97,-1.58,0.689261854,16.92,Low,Low,High,Medium,Medium,2,1,1,2,2,0,2,3,2
Medtecs Intl,546,No,0,No,0,Healthcare Services,0.132,-15.06,71.423,70.966,66,-2.26,-29.73,-9.72,-1.52,-42.96,0,-6.42,0.182714252,13.05,Medium,Medium,Low,Medium,Low,0,1,0,1,1,2,3,0,1
MegaChem,5DS,No,0,No,0,Chemicals,0.4,-10.88,53.32,123.009,84,-13.04,-20,-19.19,-23.08,-4.71,0,-14.41,1.254501125,66.89,Medium,Medium,Low,High,High,0,2,2,1,1,1,2,2,1
MeGroup,SJY,No,0,No,0,Automobiles & Auto Parts,0.105,15.85,12.55,123.871,74,0,0,-4.55,10.53,1.64,2.51,14.71,13.37051793,167.8,Low,Medium,Medium,High,High,1,2,2,2,1,0,2,3,2
Memiontec Hldgs,TWL,No,0,No,0,Industrial & Commercial Services,0.088,15.82,58.148,66.85,70,-12.87,-41.33,-52.69,-70.67,4.84,16.26,56.24,0.379548738,22.07,Medium,Medium,High,Medium,Medium,2,1,1,1,1,0,4,1,1
Mencast,5NF,No,0,No,0,Industrial Goods,0.03,4.88,13.696,48.417,85,-18.92,-16.67,-28.57,-23.08,5.17,1.27,14.35,22.88989486,313.5,Low,Medium,Medium,High,High,1,2,2,2,1,0,2,3,2
